x,y
16.45,35.033
16.5,35.978
16.55,33.189
16.6,29.253
16.65,20.499
16.7,17.354
16.75,22.916
16.8,26.309
16.85,30.121
16.9,31.531
16.95,28.664
17.0,27.673
17.05,24.032
17.1,19.988
17.15,20.359
17.2,20.886
17.25,24.543
17.3,27.347
17.35,24.403
17.4,31.035
17.45,32.879
17.5,37.403
17.55,33.266
17.6,31.267
17.65,31.314
17.7,35.203
17.75,36.024
17.8,34.242
17.85,31.748
17.9,31.236
17.95,32.445
18.0,35.265
18.05,35.9
18.1,32.693
18.15,31.345
18.2,27.828
18.25,15.355
18.3,9.699
18.35,13.093
18.4,18.609
18.45,16.145
18.5,11.946
18.55,5.64
18.6,1.673
18.65,-3.254
18.7,1.333
18.75,5.717
18.8,10.8
18.85,8.878
18.9,11.249
18.95,14.58
19.0,13.557
19.05,16.408
19.1,16.78
19.15,13.604
19.2,16.718
19.25,13.929
19.3,16.982
19.35,19.43
19.4,22.296
19.45,21.831
19.5,28.308
19.55,29.052
19.6,28.37
19.65,22.467
19.7,24.249
19.75,28.138
19.8,22.591
19.85,21.645
19.9,24.605
19.95,21.893
