x,y
9.45,4.313
9.5,4.59
9.55,4.188
9.6,4.261
9.65,5.723
9.7,8.435
9.75,6.762
9.8,8.006
9.85,2.601
9.9,2.707
9.95,4.755
10.0,4.343
10.05,4.543
10.1,1.93
10.15,2.08
10.2,3.18
10.25,2.923
10.3,3.036
10.35,3.038
10.4,3.843
10.45,4.171
10.5,3.67
10.55,3.651
10.6,5.264
10.65,5.936
10.7,5.65
10.75,4.911
10.8,5.713
10.85,4.705
10.9,3.067
10.95,3.246
11.0,3.325
11.05,3.011
11.1,4.325
11.15,1.288
11.2,2.4
11.25,2.729
11.3,1.415
11.35,0.128
11.4,-0.198
11.45,-1.136
11.5,-2.356
11.55,-3.271
11.6,-5.855
11.65,-4.08
11.7,-4.676
11.75,-4.649
11.8,-3.707
11.85,-2.516
11.9,-2.867
11.95,-1.138
12.0,-0.893
12.05,-1.706
12.1,-2.731
12.15,-1.316
12.2,-1.549
12.25,-0.576
12.3,0.14
12.35,-1.873
12.4,-3.376
12.45,-2.776
12.5,-1.229
12.55,-2.697
12.6,-2.9
12.65,-2.813
12.7,-2.867
12.75,-7.917
12.8,-11.103
12.85,-10.507
12.9,-11.191
12.95,-10.923
13.0,-11.301
13.05,-11.086
13.1,-9.148
13.15,-9.138
13.2,-8.81
13.25,-7.847
13.3,-9.295
13.35,-9.626
13.4,-9.847
13.45,-9.122
13.5,-9.654
13.55,-8.81
13.6,-8.786
13.65,-9.614
13.7,-9.72
13.75,-11.122
13.8,-12.959
13.85,-10.576
13.9,-10.038
13.95,-10.195
14.0,-12.762
14.05,-12.125
14.1,-12.243
14.15,-12.576
14.2,-12.444
14.25,-11.343
14.3,-10.83
14.35,-10.909
14.4,-11.85
14.45,-11.59
14.5,-11.699
14.55,-12.773
14.6,-12.187
14.65,-13.187
14.7,-13.876
14.75,-14.188
14.8,-14.715
14.85,-15.09
14.9,-14.521
14.95,-18.098
15.0,-17.728
15.05,-17.009
15.1,-18.583
15.15,-18.827
15.2,-19.955
15.25,-18.263
15.3,-16.149
15.35,-15.229
15.4,-14.427
15.45,-11.292
15.5,-9.908
15.55,-8.641
15.6,-10.001
15.65,-10.806
15.7,-10.809
15.75,-9.317
15.8,-8.959
15.85,0.9
15.9,0.054
15.95,0.67
16.0,1.69
16.05,0.314
16.1,2.232
16.15,3.578
16.2,4.37
16.25,4.223
16.3,2.199
16.35,2.037
16.4,3.217
16.45,2.335
16.5,0.355
16.55,0.393
16.6,-1.626
16.65,-4.929
16.7,-5.264
16.75,-5.2
16.8,-6.476
16.85,-3.828
16.9,-6.542
16.95,-6.711
17.0,-8.805
17.05,-11.601
17.1,-15.676
17.15,-14.889
17.2,-14.974
17.25,-12.301
17.3,-10.435
17.35,-12.189
17.4,-9.729
17.45,-9.116
17.5,-8.01
17.55,-8.683
17.6,-11.433
17.65,-13.741
17.7,-10.423
17.75,-9.857
17.8,-10.262
17.85,-12.532
17.9,-10.161
17.95,-10.061
18.0,-9.57
18.05,-7.999
18.1,-8.751
18.15,-7.223
18.2,-7.511
18.25,-11.132
18.3,-12.768
18.35,-10.963
18.4,-9.114
18.45,-8.557
18.5,-9.479
18.55,-12.152
18.6,-13.901
18.65,-17.248
18.7,-16.181
18.75,-14.298
18.8,-12.723
18.85,-11.313
18.9,-9.914
18.95,-7.437
19.0,-7.116
19.05,1.233
19.1,-1.427
19.15,-2.023
19.2,-0.816
19.25,-1.734
19.3,-0.449
19.35,-0.92
19.4,0.157
19.45,-0.442
19.5,1.055
19.55,0.397
19.6,0.493
19.65,-2.038
19.7,-1.228
19.75,-0.873
19.8,0.225
19.85,0.194
19.9,2.842
19.95,2.042
