x,y
17.3,-40.247
17.35,-41.44
17.4,-40.0
17.45,-39.136
17.5,-39.918
17.55,-39.136
17.6,-41.523
17.65,-44.65
17.7,-43.251
17.75,-41.193
17.8,-43.169
17.85,-44.486
17.9,-42.675
17.95,-41.235
18.0,-38.889
18.05,-38.519
18.1,-39.342
18.15,-40.165
18.2,-40.741
18.25,-46.091
18.3,-46.008
18.35,-45.062
18.4,-43.868
18.45,-43.21
18.5,-42.51
18.55,-44.033
18.6,-46.049
18.65,-47.942
18.7,-45.144
18.75,-43.004
18.8,-40.947
18.85,-40.617
18.9,-39.959
18.95,-39.877
19.0,-39.3
19.05,-38.889
19.1,-39.259
19.15,-40.864
19.2,-39.259
19.25,-39.753
19.3,-38.765
19.35,-38.683
19.4,-38.23
19.45,-39.918
19.5,-38.272
19.55,-39.053
19.6,-39.383
19.65,-40.247
19.7,-41.029
19.75,-40.576
19.8,-39.547
19.85,-38.848
19.9,-38.272
19.95,-38.477
