x,y
8.85,5.716
8.9,6.463
8.95,8.022
9.0,7.421
9.05,7.827
9.1,7.99
9.15,9.078
9.2,10.279
9.25,7.226
9.3,7.502
9.35,6.496
9.4,7.567
9.45,8.785
9.5,8.883
9.55,9.451
9.6,8.607
9.65,10.036
9.7,12.196
9.75,9.549
9.8,11.043
9.85,11.773
9.9,11.237
9.95,12.731
10.0,14.615
10.05,14.29
10.1,14.518
10.15,17.798
10.2,19.113
10.25,14.81
10.3,13.478
10.35,13.641
10.4,13.592
10.45,12.488
10.5,12.017
10.55,10.117
10.6,9.662
10.65,11.53
10.7,11.319
10.75,13.462
10.8,15.005
10.85,13.738
10.9,14.518
10.95,15.833
11.0,14.907
11.05,17.295
11.1,17.148
11.15,15.184
11.2,17.441
11.25,18.155
11.3,18.301
11.35,14.599
11.4,14.307
11.45,12.585
11.5,10.75
11.55,11.416
11.6,9.143
11.65,9.451
11.7,12.39
11.75,13.852
11.8,14.664
11.85,16.223
11.9,15.313
11.95,16.613
12.0,17.489
12.05,16.726
12.1,15.979
12.15,17.441
12.2,18.431
12.25,18.155
12.3,20.412
12.35,19.065
12.4,20.283
12.45,19.795
12.5,21.858
12.55,21.809
12.6,19.601
12.65,19.243
12.7,17.749
12.75,18.383
12.8,15.947
12.85,15.752
12.9,19.99
12.95,21.874
13.0,21.809
13.05,22.41
13.1,24.57
13.15,25.187
13.2,25.463
13.25,26.388
13.3,24.716
13.35,23.628
13.4,20.006
13.45,17.928
13.5,16.093
13.55,18.431
13.6,18.285
13.65,14.956
13.7,14.404
13.75,12.001
13.8,11.562
13.85,12.65
13.9,14.469
13.95,13.592
14.0,9.792
14.05,11.546
14.1,12.066
14.15,13.121
14.2,13.592
14.25,16.775
14.3,15.784
14.35,13.69
14.4,11.854
14.45,14.648
14.5,13.852
14.55,12.764
14.6,13.154
14.65,13.706
14.7,12.78
14.75,13.641
14.8,12.033
14.85,9.565
14.9,11.497
14.95,11.01
15.0,12.731
15.05,13.446
15.1,9.662
15.15,10.312
15.2,9.516
15.25,11.335
15.3,12.634
15.35,13.917
15.4,15.281
15.45,17.408
15.5,16.239
15.55,18.577
15.6,17.977
15.65,15.541
15.7,14.16
15.75,14.859
15.8,16.142
15.85,16.499
15.9,15.833
15.95,16.142
16.0,17.1
16.05,19.471
16.1,20.591
16.15,20.429
16.2,21.955
16.25,21.078
16.3,19.065
16.35,19.195
16.4,20.283
16.45,16.791
16.5,14.631
16.55,8.59
16.6,5.261
16.65,0.633
16.7,1.445
16.75,1.867
16.8,-0.309
16.85,5.489
16.9,7.178
16.95,6.041
17.0,7.291
17.05,4.596
17.1,0.585
17.15,5.408
17.2,4.303
17.25,4.644
17.3,4.092
17.35,1.575
17.4,5.586
17.45,5.359
17.5,7.99
17.55,8.737
17.6,6.203
17.65,0.471
17.7,5.359
17.75,5.879
17.8,5.067
17.85,0.438
17.9,2.598
17.95,4.872
18.0,7.502
18.05,7.73
18.1,4.368
18.15,6.252
18.2,5.943
18.25,-1.348
18.3,-2.257
18.35,-0.601
18.4,2.501
18.45,2.452
18.5,2.111
18.55,0.601
18.6,-1.819
18.65,-4.612
18.7,0.357
18.75,-0.13
18.8,4.888
18.85,7.6
18.9,6.447
18.95,8.737
19.0,8.672
19.05,11.952
19.1,12.65
19.15,11.091
19.2,13.966
19.25,13.641
19.3,15.427
19.35,14.745
19.4,15.833
19.45,17.457
19.5,20.234
19.55,17.165
19.6,17.083
19.65,10.669
19.7,11.432
19.75,13.446
19.8,12.861
19.85,13.511
19.9,15.93
19.95,12.52
