x,y
10.15,-10.765
10.2,-11.202
10.25,-9.945
10.3,-8.525
10.35,-8.142
10.4,-8.033
10.45,-9.617
10.5,-10.437
10.55,-9.399
10.6,-7.978
10.65,-8.197
10.7,-5.847
10.75,-3.005
10.8,-3.333
10.85,-6.667
10.9,-6.94
10.95,-8.962
11.0,-10.437
11.05,-10.546
11.1,-10.055
11.15,-9.016
11.2,-7.923
11.25,-8.47
11.3,-6.721
11.35,-8.525
11.4,-7.705
11.45,-5.464
11.5,-7.104
11.55,-5.792
11.6,-8.962
11.65,-10.765
11.7,-11.694
11.75,-12.022
11.8,-11.585
11.85,-10.984
11.9,-10.929
11.95,-11.53
12.0,-7.432
12.05,-7.049
12.1,-9.29
12.15,-8.033
12.2,-8.689
12.25,-8.033
12.3,-7.65
12.35,-8.142
12.4,-6.175
12.45,-7.596
12.5,-6.667
12.55,-7.596
12.6,-9.563
12.65,-10.219
12.7,-9.563
12.75,-9.071
12.8,-10.656
12.85,-11.421
12.9,-8.743
12.95,-7.486
13.0,-7.049
13.05,-6.503
13.1,-5.464
13.15,-5.902
13.2,-4.59
13.25,-2.787
13.3,-0.383
13.35,-1.694
13.4,-0.984
13.45,1.585
13.5,1.639
13.55,2.022
13.6,0.82
13.65,-6.448
13.7,-11.803
13.75,-8.852
13.8,-13.224
13.85,-12.186
13.9,-12.295
13.95,-10.82
14.0,-12.295
14.05,-11.967
14.1,-11.53
14.15,-11.585
14.2,-12.404
14.25,-11.639
14.3,-10.71
14.35,-12.568
14.4,-13.552
14.45,-14.481
14.5,-15.082
14.55,-16.011
14.6,-17.049
14.65,-16.557
14.7,-16.94
14.75,-16.612
14.8,-17.978
14.85,-17.978
14.9,-18.142
14.95,-19.891
15.0,-17.869
15.05,-16.448
15.1,-17.596
15.15,-17.596
15.2,-18.743
15.25,-18.306
15.3,-18.251
15.35,-18.142
15.4,-17.596
15.45,-15.847
15.5,-15.137
15.55,-13.77
15.6,-14.645
15.65,-15.683
15.7,-17.978
15.75,-17.978
15.8,-18.689
15.85,-19.399
15.9,-19.781
15.95,-20.383
16.0,-22.678
16.05,-26.23
16.1,-25.41
16.15,-24.372
16.2,-25.137
16.25,-24.208
16.3,-25.683
16.35,-24.098
16.4,-27.65
16.45,-29.18
16.5,-30.219
16.55,-30.055
16.6,-33.989
16.65,-37.541
16.7,-38.251
16.75,-35.683
16.8,-35.027
16.85,-30.0
16.9,-25.519
16.95,-27.104
17.0,-26.284
17.05,-28.852
17.1,-30.328
17.15,-28.087
17.2,-29.454
17.25,-27.432
17.3,-28.306
17.35,-30.055
17.4,-29.508
17.45,-27.322
17.5,-23.989
17.55,-25.301
17.6,-28.306
17.65,-31.585
17.7,-24.863
17.75,-25.847
17.8,-21.53
17.85,-22.842
17.9,-21.858
17.95,-20.929
18.0,-19.508
18.05,-17.541
18.1,-19.344
18.15,-20.601
18.2,-21.421
18.25,-22.404
18.3,-22.24
18.35,-19.18
18.4,-18.47
18.45,-20.164
18.5,-21.639
18.55,-27.814
18.6,-25.137
18.65,-23.497
18.7,-19.891
18.75,-17.158
18.8,-14.536
18.85,-13.333
18.9,-13.716
18.95,-12.951
19.0,-13.88
19.05,-11.858
19.1,-12.842
19.15,-14.098
19.2,-12.35
19.25,-11.475
19.3,-10.492
19.35,-9.454
19.4,-8.962
19.45,-10.765
19.5,-9.508
19.55,-10.328
19.6,-12.24
19.65,-18.306
19.7,-17.486
19.75,-16.94
19.8,-15.902
19.85,-16.612
19.9,-13.279
19.95,-11.639
