x,y
13.95,-25.525
14.0,-27.972
14.05,-26.555
14.1,-26.571
14.15,-26.593
14.2,-26.566
14.25,-24.103
14.3,-24.572
14.35,-26.35
14.4,-28.328
14.45,-27.374
14.5,-27.574
14.55,-28.517
14.6,-28.862
14.65,-28.204
14.7,-25.876
14.75,-25.515
14.8,-26.663
14.85,-27.439
14.9,-25.714
14.95,-26.474
15.0,-26.97
15.05,-26.921
15.1,-28.263
15.15,-28.42
15.2,-29.53
15.25,-29.212
15.3,-30.08
15.35,-28.29
15.4,-28.086
15.45,-26.754
15.5,-27.897
15.55,-27.191
15.6,-28.145
15.65,-28.452
15.7,-29.169
15.75,-29.535
15.8,-29.018
15.85,-29.228
15.9,-30.161
15.95,-32.236
16.0,-31.012
16.05,-28.037
16.1,-27.223
16.15,-27.687
16.2,-26.372
16.25,-26.275
16.3,-27.256
16.35,-27.724
16.4,-26.205
16.45,-28.813
16.5,-29.207
16.55,-29.482
16.6,-31.147
16.65,-34.203
16.7,-35.049
16.75,-35.55
16.8,-39.129
16.85,-35.421
16.9,-36.634
16.95,-36.617
17.0,-36.747
17.05,-39.555
17.1,-39.706
17.15,-38.466
17.2,-42.859
17.25,-42.384
17.3,-38.283
17.35,-41.452
17.4,-38.746
17.45,-37.841
17.5,-37.803
17.55,-37.722
17.6,-41.479
17.65,-44.125
17.7,-42.869
17.75,-42.26
17.8,-43.743
17.85,-45.677
17.9,-44.265
17.95,-43.457
18.0,-43.317
18.05,-41.215
18.1,-43.236
18.15,-43.408
18.2,-44.589
18.25,-48.281
18.3,-49.962
18.35,-48.157
18.4,-45.457
18.45,-46.114
18.5,-46.831
18.55,-47.03
18.6,-49.477
18.65,-52.398
18.7,-49.407
18.75,-49.337
18.8,-47.143
18.85,-48.841
18.9,-49.035
18.95,-47.073
19.0,-47.251
19.05,-47.833
19.1,-48.523
19.15,-47.079
19.2,-45.268
19.25,-45.192
19.3,-45.165
19.35,-44.675
19.4,-44.459
19.45,-45.079
19.5,-40.536
19.55,-38.374
19.6,-39.21
19.65,-44.222
19.7,-42.627
19.75,-41.775
19.8,-42.692
19.85,-43.435
19.9,-42.648
19.95,-43.414
